nucleosome	CTCF	H3K27me3	H3K9me3
185.76411006671	1.93963703248227	0.312616877153913	0.385738963712581
182.828402623664	1.93893455248013	0.312825022506855	0.385311819390722
182.699262066585	1.93918873384885	0.313145975940174	0.385671078245221
182.678017739792	1.9386113119208	0.312657118109156	0.385536829031475
182.105545309648	1.93918635061147	0.312015478202364	0.38562490009195
181.542424388246	1.93874886450273	0.310846813840532	0.385252054708077
181.453179168368	1.93928999878691	0.310858286803193	0.385731662063001
178.042895943242	1.93939878884153	0.31114604922257	0.386011876433783
178.357391523996	1.93931272448992	0.310345447730976	0.384993094727553
177.308163412366	1.93869116112555	0.309958140100178	0.384380286827088
177.269993173704	1.93921584933835	0.310405676477385	0.383705931795693
176.234242727515	1.93909309636404	0.310790413927574	0.384063721264363
175.046573229133	1.93939994802488	0.312077519059072	0.383512764340475
176.542303257742	1.93919497165795	0.312961412215577	0.38378492126398
173.987869887691	1.93788629772678	0.313029985058747	0.383929069837669
172.276255289941	1.93813375860173	0.312337072197498	0.384118951022488
172.426258927296	1.93782579038595	0.312638956565819	0.385084042091804
172.006122291977	1.93707855360375	0.312615850373808	0.384446260275382
172.295417393387	1.93669489676627	0.311626830506621	0.384718893603286
173.613831380119	1.936916043154	0.312382220394138	0.384977776468295
173.373392917068	1.93632274153878	0.312730681372606	0.384962274008916
172.405112779216	1.93669092735026	0.31290465272475	0.38367983159168
173.020875595019	1.93591101941405	0.313213244214717	0.383208784858527
173.246939951314	1.93586616118001	0.313133424074619	0.383202879093624
173.656167641094	1.93569643394541	0.314072214357807	0.383323985067309
174.816582667506	1.93550117621327	0.314158067419711	0.383340634557716
174.573661048315	1.93549276695283	0.314538551478387	0.383355003085936
174.451166433161	1.93487219503353	0.314488178791754	0.38342884296785
173.738646152128	1.9338609953411	0.315136712778958	0.383922540809017
173.402145553503	1.93482778876294	0.31487540587525	0.383402851599141
173.366063074119	1.93551161363296	0.314817122387607	0.383201390278946
174.207982882409	1.93447136646745	0.314864745783717	0.382932265508454
172.617520255684	1.93339018730505	0.315797520663615	0.383330089241129
170.739739917475	1.9327900969782	0.31635577878864	0.382824349198227
169.910172550394	1.93428297868313	0.31699349531079	0.384108464233336
169.686932610681	1.93405892558592	0.318184061269914	0.38463632274309
170.253142550262	1.9340579374004	0.318753883345081	0.384145409614356
170.463623914178	1.93379721793877	0.319111355532956	0.383941324192764
170.085004538481	1.93392275626203	0.319824567976128	0.384053990456861
170.221218938901	1.93443967085156	0.319727512063886	0.385352936773572
170.893701000529	1.93412381501432	0.318985445470477	0.384594763937343
172.762525027147	1.93535103169927	0.318773335936486	0.384651245400256
172.822932887715	1.9355426881476	0.31947603855031	0.383702494671741
172.063414830796	1.93629360956694	0.320257816193861	0.383115555531214
172.574345056047	1.93653320829023	0.321147326522734	0.382558597900591
172.688282717092	1.9363186249237	0.321647109723265	0.382393083147501
172.79492284498	1.93613218911196	0.321764171899601	0.381883872206994
172.07560406397	1.93566514513127	0.322227010985191	0.381896600772732
170.985889284798	1.93515489994068	0.322786031866574	0.382515220643493
168.857502540774	1.93483490455316	0.322556056452836	0.382199072962894
170.773213950339	1.93398241119839	0.322837570566376	0.38184362001409
170.710349372379	1.93403864338969	0.323157217251005	0.382474709260028
170.665690574947	1.93477100592315	0.322714943410332	0.382029775722782
171.168903643877	1.93489104165546	0.322580546323255	0.382198031019017
170.026374479927	1.93526692606222	0.32197300023993	0.382237857060439
169.759001144301	1.93460449772817	0.321413025424285	0.382293532110431
168.913638167497	1.93470985800378	0.32219182752726	0.381698646972984
169.572099517707	1.93504589354712	0.322585801568456	0.381731914692819
168.420568641979	1.93411144276042	0.322887615035254	0.381178198776363
168.515246296324	1.93537020120618	0.323052550155755	0.381147121236959
